,Date,Price Close,Ticker,pais,finbert_score,ret_intradiario,ret_t1,ret_t5,finbert_score_acc_5-1,finbert_score_acc_20-6,ret_hist_5_1,ret_hist_20_6,dist_ma_5_1,dist_ma_20_6,vol_historica,vol_acc_20-6,vol_acc_5,bond_spread,bond_spread_chg_1d,bond_spread_chg_5_1,bond_spread_chg_20_6,rsi_14,rel_vol_252,rel_vol_acc_5_1
0,2004-02-02,444.409345391,BARC.L,Reino_Unido,-0.26738686,-0.002020202021331685,0.002530364371637228,0.046558704452525745,-0.5733364132666667,0.08324078448388889,-0.024630541870399814,0.002964426876934212,0.9816194734226166,0.9815139416365689,0.02817809177742072,0.012046275990565932,0.016494778906806434,0.5225,0.009999999999999787,0.0495000000000001,0.0,40.389972145064135,0.6803713862675935,1.097672822819708
1,2004-02-02,48.53415375,MS,EEUU,0.0,-0.002748668613640315,-0.0046511627906976605,-0.013436692506459957,0.0,0.0,-0.018215550683083115,0.029876671877714145,0.9934624863088719,0.9955131800336511,0.02904448558010975,0.01208461623787536,0.019126975529133824,2.34265,0.04190000000000005,-0.1149,0.0,48.365384615384635,1.0286743384910242,0.9955347747705587
2,2004-02-04,40.85,BAC,EEUU,-0.21010365,0.002331002331002363,0.003671970624234966,0.0035495716034270597,-0.20779572356833334,0.014541686125042327,-0.005975609756097455,0.03784331097329452,1.0063063506922207,1.0138486312399353,0.028093208591912205,0.00878568320327985,0.0029422369796727305,2.3577500000000002,0.011600000000000499,-0.09145000000000092,-0.012749999999999595,69.50904392764863,0.7554066484486729,0.8404263077566441
3,2004-02-04,48.857840438,DBKGn.DE,Alemania,-0.0994829623333333,-0.0015873015873016927,0.012718600953895098,0.06629570748445879,-0.00778036826677776,-0.15382089277458535,-0.017467248920133294,-0.012627040336953943,0.9898652901902157,0.9960402548012122,0.02480813796211363,0.012838015126187778,0.009002888737663103,1.7810000000000006,-0.014999999999999236,0.022499999999999964,-0.06099999999999994,35.679214405032596,1.0109162077158929,0.9397131934096088
4,2004-02-05,98.84,GS,EEUU,-0.113472045,-0.009122807017543866,0.025293403480372234,0.08660461351679483,-0.02326429306666667,-0.053609072888507935,0.014750762970498599,-0.004556962025316524,0.989072569347156,0.9983221056322157,0.021557240223403135,0.014199817638775106,0.010703591640546233,2.33135,-0.0264000000000002,-0.014499999999999957,-0.05590000000000028,44.569536423841065,0.7122232140095359,0.8478270367419757
5,2004-02-05,710.687560411,HSBA.L,Reino_Unido,0.02453417466,0.0017996400716193683,0.016766467066215318,0.011976047905042586,-0.04135929130342862,-0.1852735697822222,-0.03081395348803362,-0.03641456582723768,0.9946396664675483,0.9800786775961847,0.01635150863233984,0.008438090815397566,0.008385508664883192,0.5030000000000001,-0.018499999999999517,0.0334999999999992,0.04150000000000098,32.25806451568893,0.7595152340584758,1.054725663972425
6,2004-02-05,481.1,C.N,EEUU,0.0466501242933333,-0.009470866790199595,0.024942839326543398,0.02909997921430052,-0.06328787347211105,-0.05552508420158451,-0.013406459475929333,-0.017757382282521883,0.9792786191174075,0.9883457852768756,0.02979783789172741,0.01041087632484979,0.0035168307542784894,2.33135,-0.0264000000000002,-0.014499999999999957,-0.05590000000000028,38.240270727580395,0.9219135296111708,0.9091925443954116
7,2004-02-05,38.96,JPM,EEUU,-0.237276656,0.0010277492291881352,0.019763860369609754,0.035934291581108724,-0.001137950495000034,0.02183025401296057,-0.005112474437627745,0.011636927851047307,0.998974358974359,0.9942161184294341,0.02222118978929238,0.012128090361149133,0.004018549920692283,2.33135,-0.0264000000000002,-0.014499999999999957,-0.05590000000000028,46.31828978622325,0.4760875024370227,0.6149817289648636
8,2004-02-09,465.100468759,BARC.L,Reino_Unido,-0.19319303475,0.015717092338003447,-0.01353965183652206,-0.045454545454252315,-0.00047916333333334336,-0.1614900768383333,0.028282828280677963,-0.026548672565926745,1.035242290748173,0.9766527121535015,0.02817809177742072,0.014416067175053112,0.008930000435299354,0.5404999999999998,0.02999999999999936,-0.0019999999999997797,0.044500000000000206,47.474747474021626,0.9767152100573895,0.8475722033605418
9,2004-02-09,47.88201525,MS,EEUU,0.0,-0.001569037656903749,-0.005063733193644171,0.043303649380129094,0.0,0.0,-0.01460230200996393,-0.004787143101384728,1.0002095777009328,0.9778625542507925,0.02904448558010975,0.015992464521128118,0.014133714722187262,2.3213999999999997,-0.007249999999999979,0.027899999999999814,-0.1216500000000007,38.038496791933994,0.6620860911247947,0.9890022277786963
10,2004-02-11,40.995,BAC,EEUU,-0.8453861300000001,0.004533202646409995,-0.004146847176484836,-0.005122575923893202,-0.14925949731333332,-0.04044037051108465,0.0013495276653170407,0.028517350157728716,1.0004636860601328,1.0103446857518923,0.028093208591912205,0.009880160388831766,0.008486004069141769,2.31825,0.011149999999999771,-0.039049999999999585,-0.07920000000000016,52.07439198855502,0.9000073350231054,0.6763029924167875
11,2004-02-11,52.096905536,DBKGn.DE,Alemania,-0.1215551667142857,-0.0013400833676356916,0.01237513044905314,0.005665722368021209,0.04462171996067764,-0.11128720887295573,0.06603174602765893,-0.012074643261143492,1.0225955967664786,1.0136855588546567,0.02480813796211363,0.010872654092185767,0.020522492245943314,1.794,0.024500000000000632,-0.026500000000000412,0.06000000000000005,69.03225806326576,0.7881175384608629,1.4865230565758043
12,2004-02-12,107.4,GS,EEUU,-0.3591591843,0.00289476141563183,-0.014432029795158341,-0.0151769087523278,-0.09447687690190473,-0.026376005141587302,0.07358395989974942,-0.013743326082657714,1.0502229523586013,1.0099712910119547,0.021557240223403135,0.014267241381950731,0.01978178495513607,2.3649500000000003,0.04670000000000041,-0.03950000000000031,-0.011949999999999683,69.287109375,1.031968205224128,0.9421718748440912
13,2004-02-12,719.19878868,HSBA.L,Reino_Unido,0.087931845,-0.012850467289390877,0.01775147928910159,0.032544378698076804,-0.15365451758549997,-0.0991311953855873,0.026994601079930236,-0.028554778555342608,0.9925995536242714,0.9923478091338129,0.01635150863233984,0.008050948737420467,0.015180327199816268,0.5125000000000002,-0.005999999999999339,-0.0030000000000001137,0.0389999999999997,39.800995025073334,0.8427289408127495,0.8487166196586863
14,2004-02-12,40.36,JPM,EEUU,0.04197659,0.0022349143282840433,-0.0049554013875124925,0.011397423191278566,-0.13373505166000002,-0.03139359037592833,0.034686536485097674,0.0,1.0194493558979538,1.0012892862426819,0.02222118978929238,0.011365003143155103,0.011960109059624456,2.3649500000000003,0.04670000000000041,-0.03950000000000031,-0.011949999999999683,58.597285067873294,0.6427281954399494,0.5924026905980438
15,2004-02-12,495.1,C.N,EEUU,0.0875539859999999,-0.004624045034177682,-0.00040395879620291897,-0.007877196525954422,-0.07097504645709088,-0.06251901590483887,0.024088943792464512,-0.018787878787878798,1.0094605064633202,0.9889658608176978,0.02979783789172741,0.010309135887932789,0.014025868147312586,2.3649500000000003,0.04670000000000041,-0.03950000000000031,-0.011949999999999683,43.83561643835618,0.7500285695353681,1.0239530530903018
16,2004-02-16,443.959538361,BARC.L,Reino_Unido,0.07100200625,-0.003030303031997472,0.01722391084158259,0.02634245187562656,-0.0465013963247253,-0.24972180652277778,-0.02750491158932189,-0.04097974564493012,0.9744298548714349,0.9998520564157374,0.02817809177742072,0.013067257997822226,0.018891873033812324,0.5455000000000005,0.02400000000000002,0.01100000000000012,0.03200000000000003,46.242774566132304,0.871414496954646,1.120451194736344
17,2004-02-18,40.785,BAC,EEUU,-0.1404111454,-0.0035426337649646644,-0.00245188181929612,0.0017163172735075172,-0.21194334698333334,-0.15168136137293647,0.002940455770644279,-0.0028100183262063094,0.9980667580266249,1.000489775927513,0.028093208591912205,0.009759427623600516,0.0030868895639257084,2.35755,-0.010299999999999976,0.06074999999999964,-0.09719999999999995,57.336343115124066,0.6202325248242704,0.6662997254758155
18,2004-02-18,52.392072139,DBKGn.DE,Alemania,0.136648403,0.004617217750094271,0.026241660500703423,0.025352112672238913,0.023217184577971395,-0.07665780481332245,-0.0002977962996592032,0.05630701477191824,1.00184178474347,1.0339829816213493,0.02480813796211363,0.01496797557472229,0.009514319322558236,1.7984999999999998,-0.011499999999999844,0.0405000000000002,0.010999999999999233,70.64116985326324,0.6140658970788426,0.7464142724701762
19,2004-02-19,742.604666418,HSBA.L,Reino_Unido,-0.341836931,0.020467836257727745,-0.004011461318131793,-0.0011461318053728187,-0.02917685637777779,-0.12082420004186507,-0.0011682242992852032,-0.0058072009288810955,1.018561755778998,1.0052521933041525,0.01635150863233984,0.010323684933039042,0.013188700438446796,0.5529999999999999,-0.007500000000000284,0.0420000000000007,-0.002000000000000668,60.64257028085917,0.9166148355264171,1.03291419021682
20,2004-02-19,105.77,GS,EEUU,0.0263428345,-0.010570626753975798,0.00709085752103622,0.004916327881251847,-0.04111134185499995,-0.0269831921326984,-0.001774208609580663,0.06366706396503763,0.9923628311941752,1.042849019003997,0.021557240223403135,0.01933170197616316,0.009705070727076054,2.3810499999999997,0.023499999999999854,0.03929999999999989,-0.06540000000000035,69.15024630541868,0.5573436169283965,0.8450662212637007
21,2004-02-19,40.82,JPM,EEUU,-0.049306574,0.008399209486166015,-0.006124448799608051,-0.006369426751592355,0.011738046180000001,-0.04353436413611111,0.0052148000993292865,0.008262393590385608,1.0112971955207612,1.016689344689143,0.02222118978929238,0.011354419689824634,0.0078007925748409335,2.3810499999999997,0.023499999999999854,0.03929999999999989,-0.06540000000000035,76.73130193905813,1.2173903259676053,0.6161236535570926
22,2004-02-19,491.2,C.N,EEUU,-0.0767553307,-0.008878127522195411,-0.004682410423452743,0.01791530944625408,-0.050995667793939346,-0.10340489408140066,-0.003618817852834688,-0.018741369106332617,0.99052228271829,1.0022624891420722,0.02979783789172741,0.011857512460319516,0.0067423996827851865,2.3810499999999997,0.023499999999999854,0.03929999999999989,-0.06540000000000035,46.55172413793101,1.1025633769287053,0.7479021325432988
23,2004-02-23,455.654521135,BARC.L,Reino_Unido,-0.42236187,-0.0024618414566006663,0.0,-0.035538005923137495,0.3148924534,-0.20677232430824175,0.02575757575625892,-0.025590551180120213,1.0078599144372409,0.9967771066869184,0.02817809177742072,0.01642526122435166,0.00914184118030306,0.5105000000000004,-0.028999999999999915,0.017999999999999794,0.05850000000000044,57.57575757643803,0.9487724842189629,1.2811148822289204
24,2004-02-23,51.04237875,MS,EEUU,0.0,-0.0022879555482923086,-0.02375102375102367,-0.004914004914004844,0.0,0.0,0.024100418410041957,-0.009613790817172285,1.0020352558841874,1.032831911835985,0.02904448558010975,0.020326439223587987,0.010172909884696392,2.3773,-0.009699999999999598,0.0027999999999992475,-0.031449999999999534,66.49848637739655,1.0399944226570084,1.1201526728759086
25,2004-02-25,40.855,BAC,EEUU,0.0047948385999999,0.0031921424186616143,0.0035491371925102655,0.01113694774201468,-0.15671355667000003,-0.18966618928833331,-0.0050085511849499165,0.016894409937888266,1.0020111348196108,0.999936685722222,0.028093208591912205,0.007244298414738881,0.0056243103330626916,2.3984,0.009200000000000319,0.02134999999999998,-0.06975000000000087,47.082494969818846,0.7240083364652021,0.803246820610297
26,2004-02-25,53.720321855,DBKGn.DE,Alemania,-0.0218823985,-0.0066072967685266715,0.004916136498825052,0.029786003485216872,0.08922492263642859,0.02001951209062376,0.03693774203910416,0.03387742531554161,0.9948502546021913,1.039517349937431,0.02480813796211363,0.01563953061341147,0.017989880526058245,1.8784999999999998,0.0519999999999996,0.016500000000000625,0.036499999999999755,73.13559322177211,0.8053073705676554,1.3002500530614038
27,2004-02-26,40.56,JPM,EEUU,0.14151729325,0.005204460966542701,0.011341222879684532,0.050295857988165604,-0.03052880809000002,-0.041044985325000005,-0.0032114624505927836,0.036619718309859106,1.0027194066749072,1.015156457805325,0.02222118978929238,0.008514252104778854,0.005455086644766279,2.3601,-0.0383,0.040850000000000275,-0.01470000000000038,62.46246246246252,0.5610871849727236,0.8814138613971952
28,2004-02-26,106.29,GS,EEUU,0.8549962,0.004441504441504485,-0.003951453570420593,0.020980336814375722,-0.013815854311111089,-0.052950837274523786,-0.010102899906454743,0.07545271629778671,1.0044415044415045,1.0226724553786781,0.021557240223403135,0.015591082010287402,0.013770370405886053,2.3601,-0.0383,0.040850000000000275,-0.01470000000000038,66.44518272425245,0.5900144919725693,0.7484078378772134
29,2004-02-26,741.753543591,HSBA.L,Reino_Unido,-0.038415688875,0.005190311418985294,0.004589787721832828,-0.02294893861186076,-0.1795765586,-0.07473022175556877,0.014035087719192152,0.0035211267598447282,1.0027614773903826,1.01478120883945,0.01635150863233984,0.01160716024475969,0.00503661190057964,0.5285000000000002,-0.0034999999999998366,-0.028500000000000192,0.07249999999999979,60.36866359453995,0.517018677554871,0.7749922761925138
